         12652241 function calls (12197605 primitive calls) in 142.911 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      103    0.178    0.002    0.178    0.002 {built-in method posix.pipe}
      982    0.177    0.000    0.177    0.000 utils.py:206(_get_preds_fromhm)
        9    0.005    0.001    0.176    0.020 {method 'load' of '_pickle.Unpickler' objects}
        4    0.000    0.000    0.174    0.044 serialization.py:989(_load)
        1    0.000    0.000    0.164    0.164 linalg.py:523(dot_2)
        1    0.000    0.000    0.164    0.164 linalg.py:480(dot_2_mv)
     1873    0.002    0.000    0.161    0.000 serialization.py:1004(persistent_load)
       32    0.000    0.000    0.158    0.005 process.py:142(join)
       32    0.000    0.000    0.158    0.005 popen_fork.py:40(wait)
     1873    0.150    0.000    0.158    0.000 serialization.py:994(load_tensor)
      264    0.002    0.000    0.148    0.001 postproc.py:68(run)
        5    0.000    0.000    0.145    0.029 serialization.py:733(_legacy_load)
      277    0.000    0.000    0.145    0.001 module.py:233(__repr__)
145682/70173    0.043    0.000    0.144    0.000 {method 'format' of 'str' objects}
    19084    0.144    0.000    0.144    0.000 {method 'encode' of 'ImagingEncoder' objects}
      159    0.000    0.000    0.143    0.001 init.py:415(kaiming_normal_)
      277    0.001    0.000    0.143    0.001 module.py:207(_get_body_lines)
      277    0.000    0.000    0.143    0.001 module.py:212(<listcomp>)
      170    0.142    0.001    0.142    0.001 {method '_set_from_file' of 'torch._C.StorageBase' objects}
     1004    0.009    0.000    0.142    0.000 sfd_detector.py:34(_filter_bboxes)
     2512    0.004    0.000    0.141    0.000 context.py:197(_call_incref_decref)
      653    0.140    0.000    0.140    0.000 {method 'all' of 'torch._C._TensorBase' objects}
      746    0.139    0.000    0.139    0.000 {built-in method torch.arange}
     1964    0.067    0.000    0.139    0.000 utils.py:72(transform)
      277    0.000    0.000    0.138    0.000 values.py:668(__str__)
      277    0.000    0.000    0.137    0.000 values.py:661(descr)
       31    0.000    0.000    0.137    0.004 reduction.py:186(recv_handle)
      434    0.133    0.000    0.133    0.000 {method 'tolist' of 'torch._C._TensorBase' objects}
      982    0.001    0.000    0.132    0.000 <__array_function__ internals>:177(clip)
6964/2512    0.083    0.000    0.132    0.000 context.py:180(get_meminfos)
        1    0.000    0.000    0.131    0.131 DECA.py:347(cuda)
        1    0.000    0.000    0.131    0.131 device_dtype_mixin.py:111(cuda)
       37    0.000    0.000    0.131    0.004 values.py:654(descr_body)
     1259    0.001    0.000    0.131    0.000 values.py:797(descr)
      982    0.002    0.000    0.131    0.000 <__array_function__ internals>:177(argmax)
       31    0.000    0.000    0.131    0.004 <__array_function__ internals>:177(stack)
       31    0.000    0.000    0.130    0.004 shape_base.py:357(stack)
     1004    0.117    0.000    0.130    0.000 bbox.py:5(nms)
        1    0.000    0.000    0.130    0.130 module.py:672(cuda)
      217    0.001    0.000    0.129    0.001 meshes.py:538(faces_list)
        2    0.000    0.000    0.129    0.065 net_s3fd.py:21(__init__)
       93    0.043    0.000    0.129    0.001 lbs.py:103(vertices2landmarks)
      533    0.005    0.000    0.129    0.000 std.py:1198(update)
     1259    0.003    0.000    0.129    0.000 values.py:799(<listcomp>)
      217    0.001    0.000    0.128    0.001 meshes.py:522(verts_list)
     5113    0.004    0.000    0.128    0.000 functional.py:760(_max_pool2d)
      982    0.002    0.000    0.128    0.000 fromnumeric.py:2083(clip)
85276/34451    0.019    0.000    0.127    0.000 _utils.py:44(__str__)
       62    0.033    0.001    0.127    0.002 Renderer.py:335(add_directionlight)
      257    0.127    0.000    0.127    0.000 {built-in method posix.read}
        3    0.000    0.000    0.126    0.042 arrayobj.py:1735(array_ravel)
      982    0.003    0.000    0.126    0.000 fromnumeric.py:1127(argmax)
      982    0.001    0.000    0.125    0.000 {method 'clip' of 'numpy.ndarray' objects}
      124    0.000    0.000    0.124    0.001 connection.py:208(recv_bytes)
      982    0.003    0.000    0.124    0.000 _methods.py:125(_clip)
