         833757494 function calls (832735788 primitive calls) in 1465.949 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    36678    0.077    0.000    1.308    0.000 fromnumeric.py:69(_wrapreduction)
     24/5    0.000    0.000    1.307    0.261 typed_passes.py:97(run_pass)
     24/5    0.000    0.000    1.307    0.261 typed_passes.py:61(type_inference_stage)
     24/5    0.000    0.000    1.301    0.260 typeinfer.py:1052(propagate)
    51/11    0.002    0.000    1.300    0.118 typeinfer.py:141(propagate)
        4    0.000    0.000    1.291    0.323 _api.py:62(get_state_dict)
  659/219    0.002    0.000    1.284    0.006 typeinfer.py:568(resolve)
  750/236    0.000    0.000    1.281    0.005 context.py:187(resolve_function_type)
   177824    0.134    0.000    1.281    0.000 functional.py:1446(relu)
  659/219    0.001    0.000    1.280    0.006 typeinfer.py:1500(resolve_call)
  750/236    0.001    0.000    1.280    0.005 context.py:231(_resolve_user_function_type)
    32078    1.277    0.000    1.277    0.000 {built-in method PIL._imaging.fill}
    23512    1.272    0.000    1.272    0.000 {built-in method torch.zeros}
        4    0.009    0.002    1.259    0.315 serialization.py:989(_load)
   295/80    0.001    0.000    1.256    0.016 typeinfer.py:558(__call__)
        9    0.007    0.001    1.252    0.139 {method 'load' of '_pickle.Unpickler' objects}
     37/6    0.000    0.000    1.249    0.208 functions.py:521(get_call_type)
     37/6    0.000    0.000    1.249    0.208 dispatcher.py:300(get_call_template)
        3    0.000    0.000    1.247    0.416 DecaEncoder.py:77(__init__)
        3    0.000    0.000    1.247    0.416 DecaEncoder.py:36(__init__)
        3    0.000    0.000    1.231    0.410 DecaEncoder.py:89(_create_encoder)
        3    0.002    0.001    1.231    0.410 ResNet.py:175(load_ResNet50Model)
     1873    0.003    0.000    1.226    0.001 serialization.py:1004(persistent_load)
    36333    1.178    0.000    1.225    0.000 {built-in method io.open}
     1873    1.208    0.001    1.221    0.001 serialization.py:994(load_tensor)
    16638    0.645    0.000    1.217    0.000 net_s3fd.py:14(forward)
     1930    0.005    0.000    1.203    0.001 <__array_function__ internals>:177(norm)
        2    0.000    0.000    1.202    0.601 sfd_detector.py:19(__init__)
     9650    0.028    0.000    1.200    0.000 colorconv.py:131(_prepare_colorarray)
    79695    0.157    0.000    1.196    0.000 batchnorm.py:134(forward)
     1930    0.187    0.000    1.189    0.001 linalg.py:2349(norm)
        4    0.000    0.000    1.164    0.291 module.py:823(to)
35941/32560    0.046    0.000    1.152    0.000 _jit_internal.py:413(fn)
     2388    0.001    0.000    1.142    0.000 module.py:921(convert)
     1930    0.004    0.000    1.132    0.001 <__array_function__ internals>:177(prod)
     1930    0.006    0.000    1.123    0.001 fromnumeric.py:2970(prod)
     9650    0.010    0.000    1.104    0.000 dtype.py:416(img_as_float64)
   176375    1.099    0.000    1.099    0.000 {built-in method torch.relu_}
        1    0.000    0.000    1.094    1.094 DECA.py:2911(_create_model)
    24/12    0.000    0.000    1.076    0.090 lowering.py:131(lower)
    26532    0.120    0.000    1.071    0.000 pathlib.py:317(resolve)
    19300    0.027    0.000    1.021    0.000 {method 'max' of 'numpy.ndarray' objects}
    19300    0.016    0.000    0.993    0.000 _methods.py:38(_amax)
  719/377    0.009    0.000    0.988    0.003 functions.py:283(get_call_type)
      415    0.002    0.000    0.972    0.002 init.py:366(kaiming_uniform_)
      512    0.967    0.002    0.967    0.002 {method 'uniform_' of 'torch._C._TensorBase' objects}
5352/2773    0.004    0.000    0.958    0.000 templates.py:343(apply)
    16884    0.075    0.000    0.941    0.000 ImageFile.py:92(__init__)
2289/1167    0.002    0.000    0.929    0.001 templates.py:592(generic)
2289/1167    0.002    0.000    0.927    0.001 templates.py:681(_get_impl)
  252/168    0.001    0.000    0.924    0.006 templates.py:694(_build_impl)
    79695    0.076    0.000    0.909    0.000 functional.py:2407(batch_norm)
        5    0.001    0.000    0.896    0.179 serialization.py:733(_legacy_load)
      170    0.893    0.005    0.893    0.005 {method '_set_from_file' of 'torch._C.StorageBase' objects}
    85731    0.175    0.000    0.867    0.000 pathlib.py:658(_parse_args)
    24/12    0.000    0.000    0.857    0.071 lowering.py:182(lower_normal_function)
    24/12    0.000    0.000    0.852    0.071 lowering.py:196(lower_function_body)
