         16247050 function calls (15615716 primitive calls) in 246.871 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
179692/31654    0.173    0.000    0.249    0.000 ir.py:317(_rec_list_vars)
    21444    0.015    0.000    0.244    0.000 base.py:1246(exit_fn)
     1257    0.045    0.000    0.240    0.000 pprint.py:345(_format_dict_items)
    19468    0.021    0.000    0.240    0.000 activation.py:97(forward)
       48    0.000    0.000    0.239    0.005 resnet.py:40(conv3x3)
    92/90    0.007    0.000    0.239    0.003 registry.py:54(apply)
115021/58979    0.091    0.000    0.239    0.000 pprint.py:502(_safe_repr)
      834    0.007    0.000    0.231    0.000 cgutils.py:362(alloca_once)
        1    0.000    0.000    0.229    0.229 FaceVideoDataModule.py:3166(__init__)
        1    0.000    0.000    0.229    0.229 FaceVideoDataModule.py:70(__init__)
        1    0.000    0.000    0.229    0.229 FaceDataModuleBase.py:59(__init__)
       36    0.000    0.000    0.229    0.006 __init__.py:77(is_available)
       62    0.229    0.004    0.229    0.004 {built-in method torch._C._cuda_getDeviceCount}
    46/45    0.001    0.000    0.221    0.005 typed_passes.py:224(run_pass)
      978    0.016    0.000    0.220    0.000 utils.py:1526(assert_allclose)
    25894    0.011    0.000    0.220    0.000 ir.py:350(list_vars)
     1125    0.220    0.000    0.220    0.000 {built-in method torch.zeros}
    19468    0.023    0.000    0.219    0.000 functional.py:1446(relu)
      994    0.003    0.000    0.219    0.000 extending.py:129(decorate)
      134    0.000    0.000    0.218    0.002 codegen.py:719(add_linking_library)
        1    0.000    0.000    0.218    0.218 charseq.py:1(<module>)
        1    0.178    0.178    0.217    0.217 DecaUtils.py:147(generate_triangles)
        9    0.000    0.000    0.213    0.024 npyimpl.py:335(numpy_ufunc_kernel)
      364    0.002    0.000    0.213    0.001 typeinfer.py:699(__call__)
        1    0.000    0.000    0.213    0.213 unicode.py:1(<module>)
    21444    0.020    0.000    0.211    0.000 ffi.py:70(__enter__)
     1956    0.114    0.000    0.208    0.000 utils.py:72(transform)
      994    0.188    0.000    0.204    0.000 templates.py:880(make_overload_template)
      978    0.010    0.000    0.203    0.000 contextlib.py:72(inner)
   1614/5    0.013    0.000    0.203    0.041 module.py:577(_apply)
      460    0.036    0.000    0.202    0.000 analysis.py:23(compute_use_defs)
        1    0.000    0.000    0.202    0.202 hashing.py:1(<module>)
        1    0.002    0.002    0.201    0.201 DecaFLAME.py:274(__init__)
        1    0.000    0.000    0.198    0.198 randomimpl.py:1(<module>)
     7098    0.010    0.000    0.197    0.000 types.py:77(__call__)
    24522    0.030    0.000    0.196    0.000 event.py:390(start_event)
        1    0.003    0.003    0.196    0.196 DecaFLAME.py:50(__init__)
       16    0.000    0.000    0.195    0.012 <__array_function__ internals>:177(stack)
       16    0.000    0.000    0.195    0.012 shape_base.py:383(stack)
        2    0.000    0.000    0.191    0.096 dataloader.py:1509(__del__)
    19420    0.189    0.000    0.189    0.000 {built-in method torch.relu_}
      506    0.008    0.000    0.188    0.000 std.py:1198(update)
    21444    0.015    0.000    0.187    0.000 base.py:1243(enter_fn)
        3    0.000    0.000    0.187    0.062 npyimpl.py:229(_build_array)
